input_text,target_text
Log: ftpd[771]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[776]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[777]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[778]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: su(pam_unix)[1583]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[1583]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[1965]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[1965]: session closed for user news,"A session was closed for user ""news""."
Log: sshd(pam_unix)[2543]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,Failed root SSH login from 210.76.59.29 due to an authentication failure.
Log: sshd(pam_unix)[2544]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,Failed root SSH login from 210.76.59.29 due to an authentication failure.
Log: sshd(pam_unix)[2547]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,Failed root SSH login from 210.76.59.29 due to an authentication failure.
Log: ftpd[2839]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2838]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2841]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2840]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2831]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2829]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2835]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2828]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2832]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2830]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2837]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2833]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2834]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2836]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2824]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2822]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2821]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2827]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2823]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2825]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2842]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2826]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: ftpd[2843]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,A successful connection to the FTP service was established from the IP address 63.197.98.106.
Log: sshd(pam_unix)[3378]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3380]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3382]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3384]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3386]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3388]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3390]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3391]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3394]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3396]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3399]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3398]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: sshd(pam_unix)[3402]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Failed root SSH login from 220.117.241.87 due to an authentication failure.
Log: su(pam_unix)[4474]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[4474]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[5699]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[5699]: session closed for user news,"A session was closed for user ""news""."
Log: sshd(pam_unix)[6552]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[6552]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,Failed SSH login from 210.229.150.228 due to an authentication failure.
Log: sshd(pam_unix)[6554]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[6554]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,Failed SSH login from 210.229.150.228 due to an authentication failure.
Log: sshd(pam_unix)[6556]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[6556]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,Failed SSH login from 210.229.150.228 due to an authentication failure.
Log: sshd(pam_unix)[6558]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[6558]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,Failed SSH login from 210.229.150.228 due to an authentication failure.
Log: sshd(pam_unix)[6560]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[6560]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,Failed SSH login from 210.229.150.228 due to an authentication failure.
Log: ftpd[6590]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6582]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6580]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6589]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6586]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6591]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6587]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6583]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6588]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6581]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6585]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6592]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6584]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6593]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6595]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6594]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6596]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6597]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6598]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6600]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6601]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6602]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: ftpd[6599]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,A successful connection to the FTP service was established from the IP address 211.72.2.106.
Log: sshd(pam_unix)[7694]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,Failed root SSH login from 218.16.122.48 due to an authentication failure.
Log: sshd(pam_unix)[7702]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,Failed root SSH login from 218.16.122.48 due to an authentication failure.
Log: sshd(pam_unix)[7697]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,Failed root SSH login from 218.16.122.48 due to an authentication failure.
Log: sshd(pam_unix)[7696]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,Failed root SSH login from 218.16.122.48 due to an authentication failure.
Log: sshd(pam_unix)[7704]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,Failed root SSH login from 218.16.122.48 due to an authentication failure.
Log: su(pam_unix)[8195]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[8195]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[8565]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[8565]: session closed for user news,"A session was closed for user ""news""."
Log: ftpd[9772]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9773]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9777]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9774]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9775]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9769]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9776]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9771]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9770]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9765]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9764]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9757]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9766]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9758]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9759]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9760]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9761]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9762]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9767]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9763]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9768]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9778]: connection from 211.72.151.162 () at Wed Jul  6 18:00:57 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: ftpd[9779]: connection from 211.72.151.162 () at Wed Jul  6 18:00:57 2005,A successful connection to the FTP service was established from the IP address 211.72.151.162.
Log: su(pam_unix)[10961]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[10961]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[12193]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[12193]: session closed for user news,"A session was closed for user ""news""."
Log: sshd(pam_unix)[12518]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[12519]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[12518]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[12520]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[12520]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[12519]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[12524]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[12525]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[12524]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[12527]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[12525]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[12527]: session closed for user test,"A session was closed for user ""test""."
Log: gpm[2094]: *** info [mice.c(1766)]:,The system's General Purpose Mouse service (gpm) has generated an informational event related to mice.c at line 1766.
Log: gpm[2094]: imps2: Auto-detected intellimouse PS/2,The system's General Purpose Mouse service (gpm) has automatically detected and configured a Microsoft IntelliMouse device using the PS/2 protocol.
Log: login(pam_unix)[2421]: session opened for user root by LOGIN(uid=0),A user has successfully logged in to the system as the 'root' administrator.
Log: -- root[2421]: ROOT LOGIN ON tty2,The administrative 'root' user has successfully logged into the system locally via the second virtual terminal interface (tty2).
Log: login(pam_unix)[2421]: session closed for user root,The root administrator has successfully logged out of their system session
Log: udev[12754]: removing device node '/udev/vcsa2',The system's device manager (udev) is deleting the virtual console device file named /dev/vcsa2 because the corresponding virtual terminal device is no longer in use.
Log: udev[12753]: removing device node '/udev/vcs2',The system's device manager (udev) is deleting the virtual console device file named /dev/vcs2 because the corresponding virtual terminal device is no longer in use.
Log: udev[12777]: creating device node '/udev/vcs2',"The system's device manager is actively generating the specific device file located at /dev/vcs2, making a new virtual console resource available for immediate use."
Log: udev[12778]: creating device node '/udev/vcsa2',"The system's device manager is actively generating the specific device file located at /dev/vcsa2, making a new virtual console resource available for immediate use."
Log: udev[12786]: removing device node '/udev/vcs2',The system's device manager (udev) is deleting the virtual console device file named /dev/vcs2 because the corresponding virtual terminal device is no longer in use.
Log: udev[12790]: removing device node '/udev/vcsa2',The system's device manager (udev) is deleting the virtual console device file named /dev/vcsa2 because the corresponding virtual terminal device is no longer in use.
Log: udev[12795]: creating device node '/udev/vcs2',"The system's device manager is actively generating the specific device file located at /dev/vcs2, making a new virtual console resource available for immediate use."
Log: udev[12798]: creating device node '/udev/vcsa2',"The system's device manager is actively generating the specific device file located at /dev/vcsa2, making a new virtual console resource available for immediate use."
Log: sshd(pam_unix)[13317]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[13317]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br,An authentication event occurred for c9063558.virtua.com.br due to failure via nodevssh.
Log: sshd(pam_unix)[13321]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[13321]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br,An authentication event occurred for c9063558.virtua.com.br due to failure via nodevssh.
Log: sshd(pam_unix)[13318]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[13318]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br,An authentication event occurred for c9063558.virtua.com.br due to failure via nodevssh.
Log: sshd(pam_unix)[13323]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[13323]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br,An authentication event occurred for c9063558.virtua.com.br due to failure via nodevssh.
Log: ftpd[13521]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13513]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13511]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13512]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13516]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13515]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13518]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13522]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13517]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13520]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13519]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[13514]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[14105]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14106]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14103]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14107]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14104]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14108]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14109]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14110]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14111]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14112]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14113]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14114]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14115]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14116]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14118]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14119]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14117]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14120]: connection from 221.4.102.93 () at Thu Jul  7 23:09:47 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: ftpd[14121]: connection from 221.4.102.93 () at Thu Jul  7 23:09:50 2005,A successful connection to the FTP service was established from the IP address 221.4.102.93.
Log: su(pam_unix)[14943]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[14943]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[19593]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[19593]: session closed for user news,"A session was closed for user ""news""."
